item_type,storage,initial_quality,opened,temperature_variation,days_until_expiry
canned,fridge,0.9666565295180258,1,0.9465248892018749,165
canned,fridge,0.9237201201044076,0,1.025298626367041,357
bakery,pantry,0.7105470976145504,0,1.0842430200212572,2
bakery,fridge,0.8725211257256245,1,0.9366586727118844,2
vegetable,fridge,0.935975041249452,0,1.0606038764598733,7
canned,fridge,0.7051864134290089,1,0.9953214362974969,135
fruit,fridge,0.8649053840969735,0,1.0599025007924183,8
meat,pantry,0.9573292437358089,0,1.0011082299546583,0
vegetable,fridge,0.84223062275268,0,0.975465554860444,7
grain,pantry,0.7012318608692345,0,1.0393482000419303,27
canned,fridge,0.7033040075006822,0,1.0801254589189795,267
vegetable,pantry,0.8249908112241251,0,0.9640503460740363,3
dairy,pantry,0.7465026002250263,1,0.9921496269988744,0
dairy,fridge,0.8993351971279778,1,0.9458801253393045,3
bakery,fridge,0.9126397794718462,0,0.9366818927234702,6
meat,pantry,0.7533639386381885,1,1.055578028478435,0
fruit,fridge,0.9665599865573454,1,0.9401328233376886,4
meat,fridge,0.8325723534936778,1,1.05866363426689,2
meat,fridge,0.7428537722775771,0,0.9858434103680529,4
meat,pantry,0.9292754794208187,1,1.0990097446815432,0
meat,fridge,0.9369923500050319,0,0.9394682836382579,5
grain,fridge,0.8917886417996372,0,0.9185955985025652,26
grain,fridge,0.956039665960766,1,0.9150866139206991,14
bakery,pantry,0.9212118916092014,0,1.0670836009448401,3
vegetable,fridge,0.9646617211680971,0,0.9875552622116687,6
dairy,pantry,0.8301664145456438,1,0.9006248699294743,0
meat,fridge,0.9242791384298327,0,1.0749542725006673,5
bakery,pantry,0.9999254690287133,1,1.075384201382061,1
vegetable,fridge,0.9174793592558858,1,1.0612833348037582,3
dairy,fridge,0.7342551340711396,0,0.9496636966049685,5
canned,pantry,0.8554956167287548,0,0.9745505440134347,309
fruit,pantry,0.8762043373729084,1,1.0489852450390968,3
grain,pantry,0.7522632025214172,0,0.9978706250815171,28
canned,fridge,0.9888674902534113,1,0.9307653153447105,156
dairy,fridge,0.7526739332903849,1,0.9485596529055346,2
canned,fridge,0.7532673759139668,0,1.0945179073503115,325
fruit,fridge,0.9745501413923665,0,0.9302026234854213,8
bakery,pantry,0.8395616299365013,1,1.0452161513356377,1
dairy,fridge,0.7189564837823548,0,0.9956036613319078,6
canned,fridge,0.8794562499815586,0,1.049720331910432,363
grain,fridge,0.8805479045899144,1,1.0322226482288788,14
grain,fridge,0.7193502276059685,1,0.9878334381108652,9
vegetable,fridge,0.9917567486900986,0,0.9707821649366135,7
canned,fridge,0.8632089895883727,0,1.0508718508712251,331
meat,fridge,0.8679387166539293,0,0.9646282412519653,5
canned,pantry,0.8560346243507183,1,1.0575542960177138,171
bakery,fridge,0.883219533893386,1,1.0359686132664905,3
dairy,fridge,0.7792899258321264,1,1.0155338340466338,3
dairy,fridge,0.7861724043924522,0,0.9737601769804595,6
bakery,fridge,0.8534017269388398,1,0.941016271553275,2
canned,pantry,0.9420057564290739,1,1.0420839602481329,183
bakery,pantry,0.7149593729482536,0,0.9182698454341162,2
fruit,pantry,0.8810212636660738,0,1.094108451231152,6
bakery,pantry,0.9420334427518942,1,1.0957495829230977,1
grain,pantry,0.7470751816111681,0,0.9260445231916278,23
bakery,pantry,0.7045067625941699,0,0.9207870645944605,2
dairy,fridge,0.7938139885424373,0,0.982543345416606,6
grain,pantry,0.8764431120188795,0,1.0927366544521004,32
dairy,pantry,0.7414849520214243,0,0.9800621798462227,1
vegetable,fridge,0.8278367112917456,0,0.972760421686467,6
meat,pantry,0.8656964492122834,1,1.0407170117997544,0
dairy,fridge,0.8796649284271951,1,0.9357462473190454,3
grain,fridge,0.7823235163001125,1,0.9726646967147503,11
vegetable,pantry,0.8200088907958873,0,0.9582614892548976,3
dairy,fridge,0.9335017687202676,1,1.0203069245261254,4
fruit,pantry,0.9823644082362056,1,0.9325505772428327,3
bakery,pantry,0.9585640993354771,0,1.0097402511212472,3
meat,fridge,0.8692850505200296,0,1.0715093179873691,5
dairy,fridge,0.823087840883184,0,1.0028341093415205,6
vegetable,pantry,0.7998869843114255,1,1.0366993234196171,1
fruit,fridge,0.7374869698252053,0,0.9150496035355866,6
canned,fridge,0.7319653741648339,1,0.9898011158494087,129
vegetable,pantry,0.9065072874740973,0,0.9189786334871705,3
bakery,pantry,0.7779383248513481,0,1.0198923351573315,2
vegetable,fridge,0.776398505929734,1,0.9562108742347637,2
fruit,pantry,0.9994585163433357,0,0.9574531661983496,6
vegetable,pantry,0.7563777873621386,0,0.9153533474289962,2
fruit,pantry,0.7444179278466488,1,0.962047572288147,2
dairy,pantry,0.7296055683279762,1,1.0013354354214195,0
fruit,pantry,0.8739416035500388,0,1.0169320206343524,6
fruit,pantry,0.8883591478006304,0,0.9133331102551647,5
meat,pantry,0.8095683778770646,0,1.0302918371432142,0
fruit,fridge,0.8606240006534404,1,0.997775152150699,3
fruit,pantry,0.9365198592834738,0,1.007381601582847,6
canned,fridge,0.9454312504965245,0,1.0665593347535591,392
dairy,fridge,0.9873736227146945,0,0.9684452890609734,9
bakery,fridge,0.9472803957768624,1,0.934810222273007,3
meat,pantry,0.869452431015228,1,1.010362035141391,0
canned,pantry,0.7538970897510537,1,1.0890043835070478,145
grain,fridge,0.7299290673108527,0,1.0035739238362262,22
dairy,pantry,0.7163535669732577,1,1.0663824348239013,0
dairy,fridge,0.8999577495356151,0,1.0514064108922068,7
grain,pantry,0.942260876619398,0,1.0036661574019663,35
bakery,pantry,0.8526051852052237,1,1.0295109555306845,1
fruit,fridge,0.7164142524500919,0,0.9813360368193318,6
canned,fridge,0.8606411723774015,0,1.0061257378194388,330
vegetable,fridge,0.9807247784573652,1,1.001457151058127,3
meat,pantry,0.8792839572797381,0,1.0418220725915546,0
vegetable,fridge,0.9428282465388444,0,0.9819962638712566,5
grain,pantry,0.9400457945175251,0,0.9199534245244281,32
dairy,pantry,0.9796387299341959,0,1.0577419045627245,2
bakery,pantry,0.931068629694962,1,1.0369706006656416,1
dairy,fridge,0.9243101542039268,0,1.0900246910914733,8
meat,fridge,0.7702307994911921,1,0.9857432351695726,2
dairy,fridge,0.7179775465963244,0,0.9156411313822189,5
dairy,pantry,0.8552798395161423,0,0.9243237972726486,1
meat,pantry,0.7373302623840265,0,1.0546639086406158,0
canned,fridge,0.9886587628833974,1,0.9135514565557205,161
canned,pantry,0.7869774287899085,0,1.081565228985857,321
meat,pantry,0.955883261015288,1,0.9563300222590371,0
bakery,fridge,0.8162873875607378,0,1.079775808115865,5
grain,fridge,0.7969582749572132,1,1.0547013697601892,12
dairy,fridge,0.9805475717129863,1,1.0742402072583381,4
bakery,pantry,0.8089967716258671,1,0.9428079383539932,1
dairy,pantry,0.8170863725989409,1,1.0191386991627136,0
grain,pantry,0.7318275338838727,0,0.9187178264144845,25
canned,pantry,0.9011339995847528,1,0.9404561535078753,155
bakery,pantry,0.786651824343254,0,0.9619804454674538,2
fruit,fridge,0.8756812503518522,0,1.0481625183020047,8
fruit,pantry,0.8774055112159628,0,0.9049428758776967,5
fruit,pantry,0.9157599086787301,0,1.0806234565744273,6
canned,pantry,0.9235724458517324,0,0.9141607027425843,321
canned,fridge,0.8543357303204618,0,0.9752980390689254,322
grain,fridge,0.7992975842810208,0,0.9162179256657168,22
dairy,fridge,0.9512352684504202,0,1.0537935686206747,7
grain,pantry,0.7929596948225454,0,0.9282629946805514,25
grain,fridge,0.8522527283407995,1,1.0769513820524916,12
canned,fridge,0.8203757749611184,1,1.0060443973183053,163
fruit,fridge,0.9565235157909064,1,1.0896945638910793,4
vegetable,pantry,0.8295755593437486,0,0.9580721825616391,3
dairy,fridge,0.8158297566512452,0,0.9908632303756783,6
canned,pantry,0.9069471078692912,1,1.0388493924659157,184
fruit,pantry,0.8807323329584328,1,1.0663826625141921,3
bakery,fridge,0.7321740500487538,1,0.9842714175491214,2
vegetable,pantry,0.852450641903189,0,1.0784865076654329,3
vegetable,fridge,0.9206435164999742,0,0.9235974416648791,6
canned,pantry,0.9976224293774069,1,1.0417369437620192,181
meat,fridge,0.8887440501910957,0,0.9696397964427321,5
dairy,fridge,0.8110879199323953,0,0.9202670968265194,5
vegetable,fridge,0.7678454799406355,1,0.9773329113604008,2
canned,pantry,0.9618490702459961,1,1.0760431248971136,192
canned,fridge,0.9443695636340508,0,1.0961067742577282,407
fruit,pantry,0.7701768462338154,0,0.9785599714200965,5
bakery,fridge,0.760189627043972,1,1.077283277561275,2
meat,pantry,0.9145410330433527,0,1.0019308832483758,0
dairy,pantry,0.7944856185756278,1,1.0434030075327885,0
grain,fridge,0.7919196395085873,1,0.9090742844547647,10
bakery,fridge,0.7456870741202966,1,1.0114623943968046,2
bakery,fridge,0.779192655912949,1,0.9140323872421982,2
fruit,fridge,0.8282522672777949,0,0.95372359141876,7
vegetable,fridge,0.9198515011817247,0,1.0133628651737359,6
vegetable,pantry,0.8008924283241249,0,1.0614327532843362,3
fruit,fridge,0.7985813018439528,0,1.0121787287607822,7
canned,fridge,0.7854739757657307,0,1.0872383082230421,327
vegetable,pantry,0.8434851002533129,0,1.0620665015151671,3
meat,fridge,0.7541910093823946,1,0.9312480292210206,2
dairy,fridge,0.8456892202096377,0,0.9777916971255876,6
bakery,pantry,0.9112526668584069,0,1.0336970854613559,3
bakery,fridge,0.7089371512097866,0,1.0876812063218582,5
meat,fridge,0.7029338140917285,0,1.0975431737489343,4
vegetable,fridge,0.7225368730463527,0,1.0526372875925616,5
bakery,pantry,0.8606980185184336,0,1.0147538611158728,3
grain,fridge,0.956336524955621,0,1.0513219379475984,30
dairy,pantry,0.7014653398060755,1,0.9546472838927896,0
dairy,fridge,0.9809983913754043,1,0.9567206054519266,3
bakery,pantry,0.7318835534711607,1,1.0308698692324647,1
fruit,fridge,0.9525950584174678,0,1.074367115279982,9
bakery,pantry,0.844856429494884,0,1.0939618978352708,3
fruit,pantry,0.8978072161836532,0,0.9682669201662437,6
bakery,pantry,0.8532048953341547,0,1.0593107246202642,3
grain,pantry,0.8431144675538064,0,1.0703061610574989,32
canned,pantry,0.9504698285093174,0,1.0246346486062785,362
dairy,pantry,0.9267659138703449,1,0.9695183764459526,0
bakery,fridge,0.8450206709569013,0,1.0238177130547603,6
grain,fridge,0.7334907788188184,0,1.0168897808623025,20
fruit,pantry,0.7346208877943224,0,1.0213051011592982,5
fruit,pantry,0.9404618382157226,0,1.0238520427575444,7
dairy,pantry,0.85881718640426,1,1.069411638174339,0
meat,pantry,0.8444767420658088,0,0.9340163026534661,0
bakery,fridge,0.9041700524082145,0,0.9734587895230337,6
vegetable,pantry,0.9576524750242781,0,1.0172003454701424,3
fruit,fridge,0.8886619433239915,0,0.9566655477223254,7
canned,fridge,0.9288543707039437,0,1.095630624416808,367
canned,pantry,0.929581157235087,1,0.9526300519204659,176
fruit,pantry,0.8068784346378877,1,0.9939257761284731,2
meat,fridge,0.7822249586922987,1,1.0754730091426137,2
meat,fridge,0.9403492201525476,0,0.9160127325320453,5
grain,pantry,0.813153637535273,0,1.0641376004188505,31
canned,pantry,0.9710008019568116,0,1.014201673794934,390
grain,pantry,0.7209072090190358,1,0.9063604081639342,11
canned,fridge,0.7174652536226018,1,1.0805825783933538,134
bakery,fridge,0.9781012480304225,1,0.9078393670911487,3
bakery,pantry,0.8945364742544304,0,1.0030435592542586,3
vegetable,fridge,0.8138798069344997,0,0.9098062492731362,5
bakery,fridge,0.9265181244448548,0,0.9142400196948997,6
vegetable,pantry,0.9016980429980923,0,1.0774408628515784,3
bakery,pantry,0.8593603140458789,0,1.0531651093924888,3
dairy,fridge,0.7296620027987953,0,0.9393882346489784,5
bakery,fridge,0.9436538761878255,1,1.0240935946428509,3
grain,pantry,0.9598069572041874,0,1.0589359136862433,39
fruit,pantry,0.7516506065657947,0,1.077918128273373,5
grain,pantry,0.95515349559312,0,0.9936613853678293,31
fruit,pantry,0.9633541933049693,0,1.079499975480241,8
meat,pantry,0.8648285836865548,1,1.0015700145435125,0
grain,fridge,0.8968537108668061,0,1.0376456084355383,28
meat,fridge,0.8146711960043473,0,1.0958058718850279,5
vegetable,fridge,0.7845374942527797,1,0.9471903578389054,2
vegetable,fridge,0.9165949440854935,0,0.9337042552164957,7
dairy,pantry,0.9585625447047424,0,0.9684037649955741,1
bakery,pantry,0.8962232658867243,1,0.9328798045440619,1
grain,pantry,0.8534771831939647,1,0.9568325611409749,14
meat,fridge,0.7476774300532514,0,1.048597064674121,4
fruit,fridge,0.7160376137814454,0,0.9955048071842575,6
vegetable,fridge,0.8337075370740239,0,0.9750082588989805,7
bakery,pantry,0.7148048691092264,1,0.9737448010551587,1
vegetable,fridge,0.8708003895721675,0,0.9389059949800107,6
fruit,pantry,0.8148187573953314,1,0.9894822908573991,2
bakery,pantry,0.9271567359045908,1,1.0249271117376353,1
bakery,pantry,0.791694549050855,1,0.9278309669036447,1
meat,pantry,0.8778948102902296,0,1.094562572294043,0
meat,pantry,0.8613050565265301,0,0.9886562352853467,0
grain,pantry,0.7014137276566723,0,1.089592183350279,26
grain,fridge,0.7217168194792931,1,0.9269317853248371,10
canned,pantry,0.7871104637458062,0,1.053443190634536,294
canned,pantry,0.9646705243062296,0,1.023527610108709,330
dairy,fridge,0.7441044864699335,0,1.0640128239086741,6
vegetable,pantry,0.9132682991381624,0,1.0201355845910411,3
grain,fridge,0.9920099698456862,0,1.0925673266485614,35
meat,fridge,0.9371702658073465,0,1.0253863661859717,5
fruit,fridge,0.7728836085061132,0,1.0569208250688937,6
meat,pantry,0.9725095781239245,0,1.0755163545066735,0
vegetable,pantry,0.727932146952517,0,1.042916694242092,3
canned,fridge,0.8404425825612207,1,1.004847331312632,157
meat,pantry,0.9662625723179241,1,0.9545634157526841,0
dairy,pantry,0.892379712777061,0,1.0708985226791339,2
vegetable,fridge,0.8240933694183096,0,0.9961156505377358,6
canned,fridge,0.7878438600211506,1,1.0241416452670118,137
fruit,pantry,0.8125298215955049,0,0.915845307576184,5
canned,fridge,0.8526825343027858,0,0.99947026462537,314
bakery,fridge,0.7957131789618422,0,1.039631528803969,5
dairy,fridge,0.9906903586246899,0,1.0168143819867541,9
vegetable,pantry,0.9799232959198435,0,0.9897109712091411,3
fruit,pantry,0.9612014404642962,1,0.9446854633499339,3
dairy,pantry,0.826548950656796,1,0.961934040018032,0
canned,fridge,0.9073905308005686,0,1.0401248716324603,371
dairy,pantry,0.9708487921107893,0,0.9448381397678798,1
vegetable,fridge,0.9551288463036784,0,1.0243453230617765,7
grain,pantry,0.8242981042060623,0,1.0179475225112407,28
dairy,pantry,0.7337158147966781,0,1.0940834958773729,1
bakery,fridge,0.7226891091503648,0,0.912156368496934,4
dairy,pantry,0.8731192135677108,1,0.9216245214592124,0
canned,fridge,0.8927883805632795,0,1.0012166931291515,302
canned,pantry,0.9549527813791072,1,1.005421965070727,164
fruit,pantry,0.7877545061023092,0,0.9079855317610342,5
canned,fridge,0.7502411471650127,0,1.0651710841718904,298
meat,fridge,0.8137017499534598,0,0.9989446996205792,4
vegetable,fridge,0.8060725370896825,0,0.9693287493281058,5
vegetable,pantry,0.7397406862053564,1,0.9637707541229752,1
grain,pantry,0.9016847957539457,0,1.0722814363108364,36
grain,pantry,0.8526075822188127,0,0.9393465732856361,30
vegetable,fridge,0.9163368268344299,0,0.9320835410865219,6
bakery,fridge,0.8058073360509204,0,0.9426357058446567,5
grain,fridge,0.7977106634733107,0,1.0250045095303928,23
fruit,pantry,0.8417727559131567,0,1.062186171125682,6
canned,pantry,0.963222203618544,1,0.966195738757636,177
vegetable,fridge,0.712084392020194,1,0.9346923996229626,2
grain,pantry,0.9414498451889416,0,0.9418388335257242,30
vegetable,fridge,0.8106962837973269,0,1.0238367557035704,6
meat,pantry,0.9563857077365433,0,0.949207045242846,0
dairy,pantry,0.940660902650757,0,1.0754560462702734,2
canned,fridge,0.8046283742188265,1,0.9207782708828628,142
vegetable,pantry,0.9081629605964848,1,0.9064737068011041,1
dairy,pantry,0.747889827032032,0,0.9176756491921808,1
grain,fridge,0.9688844656491364,0,1.0691286240772642,33
dairy,fridge,0.8213473193355728,1,1.0302459039331322,3
canned,pantry,0.8366876846065601,1,1.0915489266234502,170
vegetable,fridge,0.9117277153110954,0,0.9672593082539516,6
meat,pantry,0.9462520710114553,0,0.9425356256019399,0
bakery,fridge,0.7709028229984628,0,1.01239504786275,5
grain,pantry,0.8984050419630986,1,1.0075656558253498,17
vegetable,pantry,0.8175994131667446,0,1.0182047976390645,3
canned,fridge,0.8106108772011884,1,0.9695067725320698,151
grain,pantry,0.9070077471821963,0,0.9011793880073574,31
fruit,pantry,0.8161549822467803,0,0.9070063305881234,5
dairy,fridge,0.8038325500493223,0,1.0327652922845025,6
bakery,fridge,0.9507665224378727,1,1.0046516096310962,3
canned,pantry,0.7303828371493019,0,1.0642022519302548,309
fruit,fridge,0.9027677868490632,1,0.9600819717573594,3
vegetable,fridge,0.7746176181371873,0,1.0630944474462352,6
meat,pantry,0.704649472547857,1,0.9850982826903087,0
grain,pantry,0.7500292806618075,1,0.9193396771092675,11
dairy,fridge,0.8819984589327603,0,1.095582312518139,8
grain,fridge,0.9127381574457812,1,1.002387185829104,13
bakery,fridge,0.706317335066896,0,1.0258957027924693,5
vegetable,pantry,0.710927632990516,0,1.0341594372979137,2
grain,pantry,0.9707626344528859,0,0.9724824504453762,35
dairy,pantry,0.7219917454341159,1,1.0495056639724276,0
vegetable,pantry,0.9682546475849714,1,1.0740532930702036,2
grain,pantry,0.7684497741252717,0,0.9774373952827718,29
meat,pantry,0.9220053400474638,1,1.0314001773263097,0
canned,pantry,0.7929199746838036,0,1.051424764795442,320
vegetable,fridge,0.9576256076827552,1,0.9380251795378163,3
canned,fridge,0.9101364596273074,0,0.9665192168791935,334
vegetable,pantry,0.8205440375805085,0,0.921759169276191,3
meat,pantry,0.7228907362522238,0,1.0204416928496407,0
canned,pantry,0.9198100551612421,0,1.0601875391641713,358
fruit,fridge,0.8850654267895545,0,1.0221677313169868,8
dairy,pantry,0.7008735153501365,0,0.9359567661954088,1
fruit,fridge,0.7028259567917335,0,1.0092736982052275,6
grain,fridge,0.9426378919578082,1,1.066986829705282,15
meat,fridge,0.7778199216405561,0,0.9605449592156439,4
fruit,fridge,0.8908401003184196,1,1.0665303004505282,4
vegetable,fridge,0.8362643259295742,0,1.0569246567539976,6
grain,pantry,0.9590290043565302,0,0.904348161567335,34
grain,pantry,0.9750883339307466,0,0.9478909628171004,36
fruit,fridge,0.9990423138036562,1,1.0085884811595451,4
fruit,pantry,0.746105240742174,1,1.043523474003852,2
meat,fridge,0.9588892139426426,0,1.0761061051305658,6
dairy,fridge,0.7798064130186405,0,1.0282084636535789,5
fruit,pantry,0.8772447624686522,0,0.9760688342499079,5
bakery,pantry,0.8517318501607632,0,0.9369254413474631,2
fruit,pantry,0.7053964394717163,1,1.0520071710924863,2
canned,pantry,0.9798313839718285,0,0.941356311864824,311
vegetable,pantry,0.7234981165447655,0,1.0390861042936501,3
bakery,fridge,0.9064656758223207,1,0.9362423234742415,3
bakery,pantry,0.9355020508624786,1,0.9182107700618929,1
canned,pantry,0.9385863547143053,0,0.950220044741307,335
canned,pantry,0.7406483556786534,0,0.9569859611050229,257
grain,fridge,0.8342709851523916,0,1.029441826898982,24
dairy,pantry,0.9488286611301939,0,0.9321766735484118,1
vegetable,fridge,0.7908037631136263,0,1.0860613825973777,6
meat,pantry,0.840324602612399,1,1.0108723372684547,0
bakery,pantry,0.7818381678099537,1,0.9981863461632932,1
meat,fridge,0.8390654253655973,0,0.9869389028616736,4
fruit,pantry,0.966351376777864,0,1.0133202693900383,6
fruit,pantry,0.8365372693098309,0,0.9044893934323565,5
meat,fridge,0.8667736051222961,0,1.0980172749158166,5
fruit,pantry,0.821192884990925,0,1.0115048752388534,5
dairy,fridge,0.8380351549609977,0,0.9070390004280355,6
canned,fridge,0.7045522597139264,0,1.01799552093992,259
fruit,fridge,0.7851236529881368,0,0.9874157516579358,7
grain,fridge,0.8309745165225473,0,0.9048075393332818,20
fruit,fridge,0.8901390927978187,0,1.0848857504314946,7
vegetable,pantry,0.8350155791661676,0,0.9021133744147627,3
dairy,pantry,0.8013451129964692,0,1.0155743353755644,1
vegetable,pantry,0.8164296206032471,0,1.0923581495252448,3
vegetable,fridge,0.7726879987601399,0,0.9475208993966052,5
grain,fridge,0.9773482848322158,0,0.9508358148487194,28
dairy,fridge,0.8565229677372743,1,0.9000846257120305,3
dairy,fridge,0.7040228361616369,0,0.9132702343975962,5
dairy,pantry,0.7058338775258639,0,0.9089776823154176,1
dairy,pantry,0.9918884904856125,0,1.0645312567376852,2
dairy,fridge,0.7664352674119734,0,1.0673475139889839,6
grain,fridge,0.9416824866442944,1,1.0453400168369047,13
fruit,pantry,0.7174825904681723,1,0.9705490025034185,2
vegetable,fridge,0.9763488210083647,0,1.0642508899777685,6
dairy,fridge,0.9623251011000035,0,1.0079549040485765,9
bakery,fridge,0.8713279487303544,0,0.9608620552959847,6
fruit,pantry,0.7026995971849767,0,0.9874553538228781,4
fruit,pantry,0.7773432622070012,0,0.9131535539669151,4
vegetable,fridge,0.8220467942195394,0,1.0889817373499828,6
grain,pantry,0.8380192350242684,0,1.023823283470368,28
meat,fridge,0.7893036275687115,0,1.0462468289861147,4
meat,fridge,0.709884360473659,1,1.0353166740839754,2
fruit,pantry,0.8770382217779626,0,1.0335499969041961,6
canned,fridge,0.8572464003084268,0,0.903452197099448,300
canned,fridge,0.7849001906287233,0,1.0050742559569694,268
vegetable,pantry,0.7113927902708819,0,1.064342045725107,3
meat,fridge,0.998378256166582,1,0.9089037702823201,2
fruit,fridge,0.8445958560479218,0,1.0912331367776542,9
grain,fridge,0.9268012725322231,1,0.9848319366011978,12
meat,pantry,0.8356942105154006,0,0.9579790984102743,0
fruit,fridge,0.7129510872588823,1,1.0063642723283885,3
fruit,pantry,0.79288022352565,1,1.0602428375686073,2
dairy,fridge,0.7960330423017703,0,0.9949510123537275,6
grain,fridge,0.9515058712147048,0,1.0290211353172785,31
dairy,fridge,0.8962689933999622,1,0.999982877573372,3
vegetable,fridge,0.7826289710918418,0,1.026254451328232,6
dairy,pantry,0.9903219863977258,0,0.9276061830393273,1
bakery,pantry,0.7964625497193614,0,0.90773267723562,2
dairy,fridge,0.9994702077486161,0,0.9273802811394786,7
bakery,fridge,0.998849107951079,0,0.9571676289327858,6
meat,fridge,0.7573631553240225,0,0.9506712124896214,4
canned,fridge,0.79382233485652,0,1.0230350699321293,285
fruit,fridge,0.8458132595453962,0,0.9911778848268482,8
bakery,fridge,0.8992302013443673,1,0.9077623962053695,2
grain,fridge,0.8584142347011398,0,0.9069731812634051,24
dairy,fridge,0.990832440739677,1,0.9181176004241332,3
bakery,pantry,0.9171967492707074,1,0.9706162314801733,1
grain,pantry,0.7636134548148923,1,0.9012365901927459,12
canned,pantry,0.7315292650640914,1,0.9987974530860281,146
canned,fridge,0.906520387212807,1,0.9721339328618606,150
dairy,fridge,0.7475357320542289,1,1.0110882604881652,3
vegetable,fridge,0.9363030521007263,0,1.0441650456165603,8
dairy,pantry,0.7933110001781011,0,0.950194563095971,1
meat,fridge,0.7980679789166819,1,0.9314167295257819,2
bakery,pantry,0.7032395177168536,0,0.9556107111926776,2
fruit,fridge,0.9103033801285122,1,0.9003526363903811,3
vegetable,pantry,0.7339809259194057,1,0.9240025911051561,1
dairy,pantry,0.9318641732390555,0,1.050166072737267,2
grain,pantry,0.847560346575162,1,0.9445613684800571,14
vegetable,fridge,0.9352839444863708,0,1.098859926760808,7
bakery,pantry,0.8751779617593224,0,0.9335663042729618,2
vegetable,fridge,0.7247299816056972,0,1.0577543431130987,5
bakery,fridge,0.929695701011555,0,1.041008894365107,6
dairy,fridge,0.7209398454684249,0,0.9644264285632616,5
bakery,fridge,0.8436105161707996,0,0.966147828713193,5
vegetable,fridge,0.751704764243489,0,1.012710316193421,5
grain,pantry,0.9257005533933654,1,1.0704748194965117,16
canned,fridge,0.973477368341838,0,0.9772373888238929,321
vegetable,fridge,0.8662378490074822,0,0.9122359761836814,5
bakery,fridge,0.8581441882897541,0,0.9748838353804594,6
canned,fridge,0.9291889588976854,1,0.9414625346485483,154
bakery,fridge,0.7015236438927182,1,1.0878414034130035,2
grain,pantry,0.9753275927905483,0,1.0394548692751895,39
bakery,pantry,0.7592346451273395,0,0.9101665328426698,2
dairy,fridge,0.9952356651478712,1,0.9585977074525214,4
fruit,pantry,0.9208761843881387,0,0.9100431929841614,5
vegetable,pantry,0.9322753443102013,0,1.0660033340749573,3
fruit,fridge,0.8968608941120819,0,1.0812592803814323,8
bakery,pantry,0.841498954835548,0,0.9224559211678149,2
grain,fridge,0.8714883080083496,1,0.9880580092017393,11
vegetable,pantry,0.7139208658045376,0,1.0863766563672852,3
bakery,pantry,0.8871878528296042,0,0.9290423373429342,2
canned,pantry,0.887829430596114,0,0.958380718131263,323
meat,fridge,0.9673602392205428,1,0.9608549300345313,2
bakery,pantry,0.8516969072290658,1,0.9060116624403998,1
fruit,pantry,0.7231433122258183,1,0.9072546469379982,2
vegetable,fridge,0.7918587761446243,0,1.0905585654165826,6
fruit,fridge,0.8966888236342953,0,1.0142185217972508,8
vegetable,pantry,0.7717776588254391,1,0.9613296642857236,1
bakery,fridge,0.7841583465566202,0,0.9757349321413169,5
dairy,pantry,0.9461407049082561,1,1.042968585769005,1
canned,pantry,0.8752959195288127,0,0.9733034407109241,296
bakery,fridge,0.8525582295320717,0,0.9455520806186577,5
fruit,fridge,0.7955355900417412,0,0.9203674683199599,5
meat,fridge,0.91927841077991,1,1.0457866023436075,2
meat,pantry,0.7863155303470087,1,0.936113003335045,0
grain,fridge,0.9211190552932526,0,0.9139296539852595,27
vegetable,pantry,0.7210304440802325,0,0.9853908890992954,2
fruit,fridge,0.9593624024746251,1,0.9079141923622708,3
grain,pantry,0.8498699390127799,0,1.0929996116685774,30
fruit,fridge,0.831552405009691,1,1.025458593514968,3
vegetable,pantry,0.8833070234625774,0,0.9305393620893122,3
bakery,fridge,0.8872576218688811,0,0.9344908172896922,5
bakery,pantry,0.7396105530669986,0,1.013965696054569,2
meat,fridge,0.926870076944864,0,0.9713131514675588,5
bakery,fridge,0.7827784893850188,0,1.054853348837543,5
bakery,pantry,0.9714885640509742,0,1.0091612971237833,3
dairy,fridge,0.9453551990244498,0,0.9866667751049883,7
meat,pantry,0.8038798124604245,0,1.0925960496130545,0
grain,pantry,0.9423217879602144,0,0.9781458112419379,31
canned,fridge,0.8069171497899712,1,0.9801221847594688,144
dairy,pantry,0.7302843044908122,0,1.0331544842121578,1
grain,fridge,0.9885664716177124,0,1.0618957168244336,31
vegetable,fridge,0.895780604564632,0,1.025242998171709,6
dairy,pantry,0.8368298579987775,0,1.0397220444108857,1
grain,fridge,0.8193320054593118,1,0.9745863137133223,11
vegetable,pantry,0.7974116002774791,0,0.995899367295652,3
meat,pantry,0.9944342786287388,1,0.9394070172935927,0
canned,fridge,0.7404241795392722,0,1.0360492981397047,270
vegetable,fridge,0.7944415176761704,0,0.9442903880853419,5
bakery,pantry,0.845649292084799,0,0.9002513590787623,2
fruit,pantry,0.8433998635162934,1,1.0867524239613504,3
vegetable,fridge,0.841409945322353,1,0.9612030482429108,3
vegetable,fridge,0.7527351447491145,0,0.9393264084932005,5
canned,fridge,0.7434797581328502,1,0.9536293461931552,118
fruit,fridge,0.776430275898586,0,0.9660895395237296,6
bakery,pantry,0.9743578461406168,1,0.9949092852896347,1
grain,fridge,0.733915890350353,0,0.9138703342037193,19
grain,pantry,0.9272275310119974,0,0.9105346312410902,27
vegetable,pantry,0.9272645179400114,0,0.9585821531076145,3
fruit,fridge,0.9429311211691787,1,0.9591532262394192,4
